annee_numero_de_tirage;jour_de_tirage;date_de_tirage;date_de_forclusion;boule_1;boule_2;boule_3;boule_4;boule_5;numero_chance;combinaison_gagnante_en_ordre_croissant;nombre_de_gagnant_au_rang1;rapport_du_rang1;nombre_de_gagnant_au_rang2;rapport_du_rang2;nombre_de_gagnant_au_rang3;rapport_du_rang3;nombre_de_gagnant_au_rang4;rapport_du_rang4;nombre_de_gagnant_au_rang5;rapport_du_rang5;nombre_de_gagnant_au_rang6;rapport_du_rang6;nombre_de_gagnant_au_rang7;rapport_du_rang7;nombre_de_gagnant_au_rang8;rapport_du_rang8;nombre_de_gagnant_au_rang9;rapport_du_rang9;nombre_de_codes_gagnants;rapport_codes_gagnants;codes_gagnants;boule_1_second_tirage;boule_2_second_tirage;boule_3_second_tirage;boule_4_second_tirage;boule_5_second_tirage;promotion_second_tirage;combinaison_gagnant_second_tirage_en_ordre_croissant;nombre_de_gagnant_au_rang_1_second_tirage;rapport_du_rang1_second_tirage;nombre_de_gagnant_au_rang_2_second_tirage;rapport_du_rang2_second_tirage;nombre_de_gagnant_au_rang_3_second_tirage;rapport_du_rang3_second_tirage;nombre_de_gagnant_au_rang_4_second_tirage;rapport_du_rang4_second_tirage;numero_jokerplus;devise;
25012;LUNDI;27/01/2025;27/04/2025;24;39;48;3;10;3;3-10-24-39-48+3;1;13000000,00;1;169477,60;34;1216,60;345;432,40;1939;45,90;15087;21,20;27972;8,90;222231;4,40;357963;2,20;10;20000,00;U 4098 0358, S 2465 0394, R 9356 9708, L 9899 2164, N 7190 3507, U 0700 9332, I 2689 9479, C 3758 4049, M 6735 9985, F 9694 3152;1;8;11;38;49;;1-8-11-38-49;0;119869,00;276;414,50;11277;26,00;156305;3,00;6618747;eur;
25011;SAMEDI;25/01/2025;25/04/2025;45;35;44;5;19;8;5-19-35-44-45+8;0;12000000,00;0;262101,30;45;7246,00;418;552,00;2415;57,00;21926;22,60;38666;9,90;329675;4,60;549602;2,20;10;20000,00;O 5888 9624, C 5584 9577, K 0893 8272, F 7940 2602, T 6472 2794, K 6904 9084, B 3888 7062, L 3717 0797, Q 8708 6807, G 6960 9315;21;29;31;33;36;;21-29-31-33-36;2;93194,00;273;786,90;12910;42,70;199061;3,00;1161746;eur;
25010;MERCREDI;22/01/2025;22/04/2025;29;36;23;44;38;9;23-29-36-38-44+9;0;11000000,00;0;192348,70;34;7038,10;277;611,30;1512;66,90;14127;25,70;24815;11,40;213366;5,20;373940;2,20;10;20000,00;A 9421 7854, T 6692 1822, C 2675 1984, I 1597 3020, L 1528 1479, N 0303 8220, L 7084 9106, Q 0251 1299, S 9437 3984, E 5662 6169;2;10;27;32;39;;2-10-27-32-39;0;133427,00;247;579,90;10237;35,90;155074;3,00;5686213;eur;
25009;LUNDI;20/01/2025;20/04/2025;19;28;36;40;6;2;6-19-28-36-40+2;0;10000000,00;1;175287,40;34;1258,30;355;434,60;1513;60,90;15294;21,70;21301;12,10;217886;4,60;291352;2,20;10;20000,00;W 7310 4370, K 5802 5372, M 7081 0214, F 5272 9154, Q 4393 6394, K 3265 7538, Q 1420 8388, O 2821 3767, E 6393 9590, C 1140 1165;14;19;33;39;44;;14-19-33-39-44;0;117827,00;210;622,60;9000;37,30;131868;3,00;1976496;eur;
25008;SAMEDI;18/01/2025;18/04/2025;11;1;4;33;44;7;1-4-11-33-44+7;0;9000000,00;0;224743,30;122;2291,70;762;259,60;4074;29,00;25182;16,80;54668;6,00;342726;3,80;671090;2,20;10;20000,00;K 9765 8389, I 0252 6275, W 7222 0791, T 6640 1319, B 8468 2341, R 8445 8043, D 0214 5318, G 4898 2959, C 0802 5747, C 3615 7641;17;26;33;36;46;;17-26-33-36-46;1;181034,00;263;808,30;12742;42,90;188675;3,00;4638925;eur;
25007;MERCREDI;15/01/2025;15/04/2025;1;22;40;27;28;2;1-22-27-28-40+2;0;8000000,00;2;97020,60;30;1578,60;300;569,40;1494;68,30;16357;22,40;23032;12,40;249153;4,50;312563;2,20;10;20000,00;D 4173 5242, M 3002 1012, G 9629 2273, D 1310 0794, A 9870 6802, J 1091 9198, L 7852 4531, P 3664 4046, A 4613 4551, O 8345 3565;4;10;25;28;35;;4-10-25-28-35;0;130035,00;306;405,90;12503;25,50;169451;3,00;7216429;eur;
25006;LUNDI;13/01/2025;13/04/2025;31;3;24;41;7;2;3-7-24-31-41+2;0;7000000,00;2;81489,60;33;1205,40;391;366,90;1519;56,40;17214;17,90;21233;11,30;231678;4,10;265677;2,20;10;20000,00;P 9380 9540, K 3333 8568, V 6161 0890, D 8308 7648, L 8765 4760, I 0234 3464, M 5127 5183, S 7941 2391, P 4122 4007, P 6527 0169;6;21;37;47;49;;6-21-37-47-49;1;112476,00;168;764,00;7995;41,20;121655;3,00;3510313;eur;
25005;SAMEDI;11/01/2025;11/04/2025;42;20;6;29;41;9;6-20-29-41-42+9;0;6000000,00;0;251210,60;48;6510,90;367;602,50;2069;63,80;18850;25,20;33903;10,90;303596;4,80;508158;2,20;10;20000,00;A 2592 8267, T 9623 0111, R 0039 3591, S 5728 0142, U 3558 9154, H 9896 3239, F 5349 4548, P 9642 9857, T 6064 5439, Q 3855 6960;6;19;39;41;49;;6-19-39-41-49;1;180759,00;304;664,70;13958;37,20;200528;3,00;3912801;eur;
25004;MERCREDI;08/01/2025;08/04/2025;14;34;38;24;26;8;14-24-26-34-38+8;0;5000000,00;4;43512,30;57;745,20;353;434,00;1811;50,50;15018;21,90;25796;9,90;213429;4,70;365589;2,20;10;20000,00;U 3753 4646, N 0335 1157, C 8480 9592, L 3728 2749, L 8905 8948, V 2200 6959, O 7957 9238, O 5101 6397, I 1027 4768, B 4010 2032;1;4;24;33;48;;1-4-24-33-48;0;126382,00;196;676,60;9972;34,20;150510;3,00;4285586;eur;
25003;LUNDI;06/01/2025;06/04/2025;3;31;8;16;42;7;3-8-16-31-42+7;0;4000000,00;0;126052,10;64;2450,20;351;316,10;2286;29,00;14707;16,20;30661;6,00;194872;3,70;395525;2,20;10;20000,00;D 3901 5578, B 9053 4918, A 2592 6198, O 4698 2986, Q 6115 6980, F 3370 0745, M 2642 2949, N 2381 8075, H 0473 9202, A 8972 9275;12;13;17;23;34;;12-13-17-23-34;1;107199,00;271;327,20;11829;19,20;156029;3,00;7325038;eur;
25002;SAMEDI;04/01/2025;04/04/2025;17;20;9;19;29;2;9-17-19-20-29+2;0;3000000,00;1;253630,50;89;695,50;956;233,50;3341;39,90;35841;13,30;38193;9,70;401454;3,60;408353;2,20;10;20000,00;O 2360 4419, K 6508 9995, L 6624 7038, M 9340 0364, J 9844 7980, U 0546 7003, P 0515 8379, L 3079 0237, R 6251 3909, E 7173 4209;7;16;17;33;46;;7-16-17-33-46;0;173725,00;287;613,50;14355;31,50;214321;3,00;3264351;eur;
25001;MERCREDI;01/01/2025;01/04/2025;8;11;2;25;21;4;2-8-11-21-25+4;0;2000000,00;2;72536,30;79;448,20;817;156,30;2533;30,10;23337;11,70;27206;7,80;250927;3,30;273201;2,20;10;20000,00;P 1562 9587, V 6132 1557, P 2284 7438, R 4914 6377, L 9413 4175, G 7409 2306, V 0798 2757, Q 0064 7695, U 5785 3081, G 9996 8884;5;30;39;45;47;;5-30-39-45-47;0;100000,00;125;951,10;5688;53,70;95482;3,00;6776477;eur;
24157;LUNDI;30/12/2024;30/03/2025;13;31;29;1;21;10;1-13-21-29-31+10;0;2000000,00;5;28928,90;37;954,10;495;257,20;1497;50,80;18310;14,90;18192;11,70;213121;3,90;210341;2,20;10;20000,00;S 5959 3929, O 3831 5116, K 4632 9974, T 3533 2487, T 8168 9314, F 0554 2455, I 7463 5779, C 8659 2065, J 5444 5918, P 0414 5600;3;7;34;37;39;;3-7-34-37-39;0;100508,00;139;805,20;7326;39,20;112024;3,00;7679054;eur;
24156;SAMEDI;28/12/2024;28/03/2025;31;7;37;39;13;6;7-13-31-37-39+6;1;3000000,00;4;58487,60;52;1098,10;488;422,00;2122;57,90;22679;19,50;31602;10,90;320754;4,20;419562;2,20;10;20000,00;V 4991 7515, A 4962 4850, J 4194 3163, P 2448 5233, N 0291 7399, C 6790 9271, N 4060 8872, R 2521 7661, J 4782 3348, P 7579 0238;8;15;20;23;27;;8-15-20-23-27;1;165513,00;595;234,40;20590;17,40;237853;3,00;2233542;eur;
24155;MERCREDI;25/12/2024;25/03/2025;46;6;22;44;13;8;6-13-22-44-46+8;0;2000000,00;1;140275,30;36;951,00;335;368,60;1670;44,10;15146;17,50;23084;8,90;204364;4,00;283519;2,20;10;20000,00;G 5676 6751, C 6646 4887, U 6919 9451, E 3739 1494, J 9574 6781, O 5995 5017, L 0091 6405, U 2214 7591, M 5633 9281, A 6026 9131;10;13;25;32;34;;10-13-25-32-34;3;33334,00;167;585,80;8231;30,50;119927;3,00;2956639;eur;
24154;LUNDI;23/12/2024;23/03/2025;22;17;38;2;13;7;2-13-17-22-38+7;0;6000000,00;2;64172,70;69;454,00;385;293,40;3173;21,20;16719;14,50;36686;5,10;214893;3,40;390996;2,20;10;20000,00;L 5903 5689, I 3623 6283, J 7143 5177, N 2041 9576, U 8152 4385, G 2833 7198, M 9811 6718, Q 7481 0447, D 9951 9936, N 3469 8671;8;10;15;24;35;;8-10-15-24-35;0;107713,00;240;399,40;11020;22,30;148706;3,00;2573204;eur;
24153;SAMEDI;21/12/2024;21/03/2025;41;16;6;28;36;8;6-16-28-36-41+8;0;5000000,00;0;236148,40;62;4738,40;447;465,00;2343;53,00;19940;22,40;33566;10,30;286750;4,80;508894;2,20;10;20000,00;H 0693 8879, J 3147 0046, K 2558 3009, M 9208 5687, I 3248 8417, I 3143 2330, H 0148 9196, A 4800 0597, N 9615 8840, W 7198 7920;6;16;17;42;47;;6-16-17-42-47;1;173861,00;241;767,00;12973;36,60;204193;3,00;8178583;eur;
24152;MERCREDI;18/12/2024;18/03/2025;8;27;26;46;14;2;8-14-26-27-46+2;0;4000000,00;3;60502,60;34;1302,90;328;487,10;1632;58,50;16925;20,30;23358;11,40;240154;4,40;298142;2,20;10;20000,00;R 4232 2992, T 1165 8288, O 0187 4323, A 4187 2336, Q 4163 6745, R 4012 3531, Q 7453 9793, F 6756 8677, P 7781 7157, W 7189 8604;9;26;31;33;40;;9-26-31-33-40;0;124757,00;193;716,60;9252;38,40;139783;3,00;6845018;eur;
24151;LUNDI;16/12/2024;16/03/2025;43;5;26;36;6;3;5-6-26-36-43+3;0;3000000,00;1;135414,10;24;1377,10;195;611,30;1192;59,70;10539;24,30;20220;9,80;169241;4,60;298367;2,20;10;20000,00;G 5358 5927, G 9144 7524, U 8669 1845, I 5234 6344, E 3219 9016, N 4038 8888, K 3733 2040, K 7937 4970, A 0731 7038, S 9938 8004;2;27;28;41;43;;2-27-28-41-43;1;104140,00;138;849,80;7063;42,70;114508;3,00;8953793;eur;
24150;SAMEDI;14/12/2024;14/03/2025;30;22;44;40;24;7;22-24-30-40-44+7;0;2000000,00;0;196812,80;49;4996,90;344;503,60;2438;42,40;16868;22,00;42208;6,80;276279;4,10;642530;2,20;10;20000,00;Q 0394 4531, M 3107 0486, H 5729 4694, A 7825 3617, N 7747 6059, H 8197 7379, A 6127 2502, C 0294 5224, R 8481 9254, K 0592 3588;9;18;22;39;41;;9-18-22-39-41;4;41078,00;344;491,70;13481;32,20;199576;3,00;8613977;eur;
24149;MERCREDI;11/12/2024;11/03/2025;28;24;8;43;19;6;8-19-24-28-43+6;0;2000000,00;1;167512,60;36;1135,70;448;329,10;1822;48,30;18201;17,40;24224;10,10;242613;4,00;288005;2,20;10;20000,00;R 1419 4371, F 6240 6824, D 4906 9632, B 3400 0268, G 1654 5482, W 7165 4320, U 7205 4555, E 2647 7759, H 6583 5349, P 2427 4904;18;19;29;31;39;;18-19-29-31-39;0;117410,00;198;619,10;10078;31,20;140557;3,00;8364791;eur;
24148;LUNDI;09/12/2024;09/03/2025;38;5;9;25;6;6;5-6-9-25-38+6;1;10000000,00;2;82787,90;44;918,40;382;381,50;1910;45,60;18414;17,00;25833;9,40;247130;3,90;291493;2,20;10;20000,00;F 9630 7972, K 9836 8406, N 8665 7973, Q 1457 6509, E 4031 3544, P 6572 1034, I 5943 2993, A 5087 7482, D 8361 6188, I 1100 4476;7;16;34;35;40;;7-16-34-35-40;0;115987,00;172;777,40;8016;42,80;123858;3,00;0695332;eur;
24147;SAMEDI;07/12/2024;07/03/2025;9;21;24;30;28;9;9-21-24-28-30+9;0;9000000,00;4;63385,10;94;658,30;794;281,10;3506;38,00;30426;15,70;44071;8,40;386496;3,80;488431;2,20;10;20000,00;T 5581 7201, J 5593 8673, Q 6287 2050, M 9454 9191, L 8331 4796, C 4504 7316, A 9058 1942, K 3719 5712, F 2956 1416, W 7153 4715;2;14;32;35;41;;2-14-32-35-41;1;180166,00;281;772,80;11939;46,70;181110;3,00;5260600;eur;
24146;MERCREDI;04/12/2024;04/03/2025;40;21;7;34;3;1;3-7-21-34-40+1;0;8000000,00;2;99779,00;41;1187,90;421;417,20;1539;68,20;17888;21,10;21233;13,80;253072;4,50;273526;2,20;10;20000,00;V 2623 1047, L 1410 3441, P 6107 8932, E 5085 0641, Q 5897 7748, J 7806 2164, T 6836 4989, U 6296 9956, E 6598 0418, C 8875 3157;3;5;15;38;40;;3-5-15-38-40;0;130804,00;203;675,10;10251;34,30;156045;3,00;4718976;eur;
24145;LUNDI;02/12/2024;02/03/2025;48;16;22;41;4;10;4-16-22-41-48+10;0;7000000,00;1;161192,30;13;3026,30;272;521,70;1132;74,90;12602;24,20;16969;13,90;188153;4,90;242072;2,20;10;20000,00;K 0564 7867, I 1454 4428, L 8599 6287, Q 3850 9855, W 7127 8586, P 4528 4435, M 1230 6367, C 4475 5319, O 3727 1981, A 3251 6691;2;18;21;22;43;;2-18-21-22-43;1;110442,00;185;598,30;9492;29,90;137716;3,00;7956673;eur;
24144;SAMEDI;30/11/2024;28/02/2025;21;4;10;38;19;1;4-10-19-21-38+1;0;6000000,00;0;263979,20;61;5383,70;757;306,90;2371;58,50;29210;17,10;30658;12,60;370615;4,10;366856;2,20;10;20000,00;G 8141 2044, Q 2083 2749, Q 2169 6055, T 0812 5812, N 6562 5413, N 2159 6113, V 6183 9106, W 7114 9196, F 3635 8169, N 4747 8431;1;22;35;38;41;;1-22-35-38-41;1;174593,00;312;650,40;13195;39,50;184461;3,00;6067896;eur;
24143;MERCREDI;27/11/2024;25/02/2025;15;7;31;35;20;6;7-15-20-31-35+6;0;5000000,00;2;89093,40;67;649,10;899;174,40;1690;55,40;19069;17,60;23898;10,90;246884;4,20;311600;2,20;10;20000,00;D 7632 1970, A 6268 3556, T 2990 3187, L 1765 8509, R 5526 8097, V 3064 9440, C 4373 3480, C 4010 5638, D 5722 6930, I 7282 1551;9;23;31;33;38;;9-23-31-33-38;0;123781,00;184;715,50;9278;36,40;145304;3,00;6576903;eur;
24142;LUNDI;25/11/2024;23/02/2025;13;7;37;49;3;5;3-7-13-37-49+5;0;4000000,00;6;21938,60;80;401,60;523;221,50;2064;33,50;18017;13,80;26334;7,30;210788;3,60;303875;2,20;10;20000,00;O 6524 5532, F 6677 2733, R 5949 1540, M 5342 3357, D 6059 3446, F 2486 9680, R 5994 7945, M 8106 9966, Q 7357 9106, G 9783 4797;1;2;14;30;42;;1-2-14-30-42;0;101648,00;126;851,60;8058;34,20;120306;3,00;0879476;eur;
24141;SAMEDI;23/11/2024;21/02/2025;37;33;36;34;20;2;20-33-34-36-37+2;0;3000000,00;2;119371,20;34;1713,80;323;650,60;1384;90,70;13913;32,40;22559;15,50;225738;6,10;403341;2,20;10;20000,00;K 3076 8445, O 1234 5120, N 2490 1089, L 8096 6979, O 1666 9457, B 4687 7876, G 4716 3773, H 7828 4386, E 9276 0082, G 6089 1904;20;25;27;39;46;;20-25-27-39-46;0;166104,00;271;701,20;11624;42,00;179091;3,00;6205538;eur;
24140;MERCREDI;20/11/2024;18/02/2025;35;37;45;48;27;5;27-35-37-45-48+5;0;2000000,00;2;74317,90;35;1036,50;211;620,10;1362;57,40;10425;26,90;19985;10,90;158538;5,40;365797;2,20;10;20000,00;H 8385 4247, K 1475 4733, G 2429 0615, E 8924 4119, L 4169 0880, I 7051 7825, T 3484 9160, G 1110 7993, U 9234 5753, L 6036 7133;4;9;15;27;42;;4-9-15-27-42;1;114454,00;281;360,80;12324;21,10;158569;3,00;1242627;eur;
24139;LUNDI;18/11/2024;16/02/2025;17;12;3;8;6;9;3-6-8-12-17+9;1;2000000,00;10;13360,30;90;362,30;908;129,50;2680;26,20;25181;10,00;26035;7,50;248283;3,10;250782;2,20;10;20000,00;B 8822 7222, T 7469 8557, F 2671 7194, N 0091 0191, K 4408 7986, V 8119 2274, I 9250 8317, T 3838 5677, O 4341 2986, S 0583 1613;11;18;30;31;32;;11-18-30-31-32;1;100000,00;179;557,60;8014;32,00;121664;3,00;1118900;eur;
24138;SAMEDI;16/11/2024;14/02/2025;46;5;29;7;19;4;5-7-19-29-46+4;1;8000000,00;1;253099,90;96;643,40;813;274,00;3300;40,30;31977;14,90;42873;8,60;397822;3,70;499097;2,20;10;20000,00;U 4226 8091, F 7205 3131, P 0994 7025, G 8550 8608, Q 9041 5371, C 0238 4239, A 6276 4925, J 4581 7392, E 1609 9284, G 9357 6774;18;20;26;27;43;;18-20-26-27-43;1;180299,00;312;587,20;15418;30,50;221840;3,00;9977750;eur;
24137;MERCREDI;13/11/2024;11/02/2025;9;12;32;39;13;10;9-12-13-32-39+10;0;7000000,00;2;97232,70;31;1531,10;391;437,80;1615;63,30;18214;20,20;24828;11,50;277776;4,00;309709;2,20;10;20000,00;S 5979 4548, O 2493 2323, Q 0286 9891, U 6854 6195, P 3885 4241, P 5364 4463, A 6749 5335, U 6327 2258, D 8305 7619, A 8097 5265;7;30;37;38;48;;7-30-37-38-48;0;131705,00;192;779,10;9553;40,20;143305;3,00;7943680;eur;
24136;LUNDI;11/11/2024;09/02/2025;8;35;46;6;11;6;6-8-11-35-46+6;0;6000000,00;0;140402,60;36;4851,90;249;496,30;1577;46,80;13177;20,10;20762;9,90;188997;4,30;243767;2,20;10;20000,00;N 0871 1060, D 5130 0490, U 0552 6163, V 8184 2176, K 7077 8305, J 2050 1389, U 4746 4965, G 7479 1605, S 7833 2906, V 7067 5072;1;7;18;27;31;;1-7-18-27-31;1;100000,00;336;233,40;12232;16,40;147204;3,00;2731535;eur;
24135;SAMEDI;09/11/2024;07/02/2025;36;12;35;23;26;8;12-23-26-35-36+8;0;5000000,00;4;60557,60;67;882,40;454;469,60;2546;50,00;21212;21,60;37002;9,60;315566;4,40;502891;2,20;10;20000,00;L 1273 8475, G 9520 0859, U 3977 9538, D 6321 4417, H 6500 2531, O 6225 0889, K 9489 5448, Q 7565 7415, I 5841 2197, Q 7879 3151;5;23;31;33;34;;5-23-31-33-34;1;176798,00;250;769,60;13038;37,90;202384;3,00;5824844;eur;
24134;MERCREDI;06/11/2024;04/02/2025;26;8;23;15;6;5;6-8-15-23-26+5;0;4000000,00;3;55155,00;85;475,10;689;211,40;3227;26,90;23700;13,20;36168;6,70;276228;3,40;377573;2,20;10;20000,00;V 6850 1706, D 0909 9126, A 5754 7785, O 3737 6225, H 3123 2060, R 7492 4258, R 7201 1288, T 6412 5166, O 7176 0306, B 4222 6260;5;21;30;46;47;;5-21-30-46-47;0;124487,00;169;825,30;8774;40,80;137745;3,00;0494324;eur;
24133;LUNDI;04/11/2024;02/02/2025;17;15;16;39;35;2;15-16-17-35-39+2;0;3000000,00;0;145517,10;12;15086,10;168;762,50;972;78,70;9309;29,50;15491;13,80;163360;5,10;241319;2,20;10;20000,00;V 6970 1156, C 2166 4011, H 8245 6926, E 6641 0552, B 8127 1634, P 8219 1852, I 7200 1514, A 0774 5538, M 9075 0720, N 7902 1500;14;21;30;32;45;;14-21-30-32-45;2;51562,00;161;732,00;7237;41,80;111336;3,00;1158792;eur;
24132;SAMEDI;02/11/2024;31/01/2025;31;49;43;21;1;6;1-21-31-43-49+6;0;2000000,00;0;221982,50;41;6735,60;333;586,80;1739;67,10;17081;24,60;25631;12,70;258373;5,00;395500;2,20;10;20000,00;Q 7105 6104, V 6295 4305, B 6466 7216, E 7893 7717, D 5504 4367, V 8205 3951, O 3976 4097, O 7422 1405, R 0887 9065, C 4497 7637;14;15;24;32;33;;14-15-24-32-33;3;51899,00;222;755,50;11486;37,50;180282;3,00;6469229;eur;
24131;MERCREDI;30/10/2024;28/01/2025;4;44;10;29;8;1;4-8-10-29-44+1;0;3000000,00;3;57811,80;48;881,90;495;308,40;1613;56,50;20340;16,10;19960;12,70;250567;4,00;233655;2,20;10;20000,00;P 8972 4194, F 5190 7931, M 8637 9771, J 8155 7642, B 3319 3307, I 4268 3440, U 4802 0399, J 6389 8339, F 1108 8923, U 4750 0559;7;21;23;29;35;;7-21-23-29-35;2;57264,00;235;449,50;11463;23,60;153717;3,00;9054170;eur;
24130;LUNDI;28/10/2024;26/01/2025;21;39;43;9;41;3;9-21-39-41-43+3;0;2000000,00;1;127359,40;18;1726,90;202;555,00;1135;59,00;9211;26,10;16877;11,10;141839;5,20;268036;2,20;10;20000,00;P 0280 1014, O 2628 0405, R 5972 8388, G 9288 5216, V 0349 8308, U 1287 1871, G 6860 8147, J 0764 4040, D 2143 5958, G 2834 5284;16;20;26;34;40;;16-20-26-34-40;1;100000,00;157;709,90;6583;43,50;102630;3,00;8746248;eur;
24129;SAMEDI;26/10/2024;24/01/2025;9;17;30;20;11;8;9-11-17-20-30+8;1;3000000,00;6;36975,80;134;404,10;1128;173,10;3789;30,80;34592;12,10;42254;7,70;377329;3,40;447179;2,20;10;20000,00;V 7469 2079, U 0053 8572, M 3608 9585, Q 3977 9721, L 9188 6341, T 0493 9639, R 3117 1114, L 5898 2606, C 3642 0784, Q 1143 7876;3;6;8;30;35;;3-6-8-30-35;3;53665,00;311;488,20;15293;25,50;212083;3,00;1295431;eur;
24128;MERCREDI;23/10/2024;21/01/2025;27;1;34;44;40;2;1-27-34-40-44+2;0;2000000,00;1;167615,10;15;2727,30;210;702,60;1012;87,10;10467;30,30;16095;15,30;175676;5,50;274009;2,20;10;20000,00;E 4596 9023, P 3436 0380, I 2425 3428, Q 7284 6791, L 2526 3056, S 5565 9130, H 7731 9475, H 6801 7180, I 0027 2977, D 6448 7109;17;24;27;35;45;;17-24-27-35-45;0;114879,00;211;568,50;9507;32,40;137523;3,00;4410058;eur;
24127;LUNDI;21/10/2024;19/01/2025;7;34;19;15;11;7;7-11-15-19-34+7;2;8500000,00;3;50512,70;104;355,60;549;242,90;3878;20,50;21991;13,00;45965;4,80;271399;3,20;442269;2,20;10;20000,00;B 2456 5306, K 4642 9306, W 6989 9980, N 6715 5056, R 0521 3486, P 7642 9473, R 6515 4794, T 2390 4107, F 3563 2614, A 4880 5986;4;5;21;28;34;;4-5-21-28-34;0;120065,00;185;623,80;10417;28,40;155595;3,00;8221911;eur;
24126;SAMEDI;19/10/2024;17/01/2025;10;2;44;46;45;5;2-10-44-45-46+5;0;16000000,00;1;264378,70;31;2081,50;463;502,60;2381;58,10;19823;25,10;39603;9,70;317204;4,80;622231;2,20;10;20000,00;G 7527 3960, T 4047 7039, M 4731 6124, K 2715 4014, J 5279 5608, U 2038 5510, K 5587 7170, A 1029 3298, T 3197 2974, E 2443 6850;3;19;24;30;33;;3-19-24-30-33;0;193502,00;398;445,70;18892;24,20;257639;3,00;2875302;eur;
24125;MERCREDI;16/10/2024;14/01/2025;1;25;48;21;35;3;1-21-25-35-48+3;0;15000000,00;0;197477,00;32;7677,30;297;581,40;1692;61,20;15316;24,20;27624;10,40;238506;4,80;426218;2,20;10;20000,00;R 6824 5401, T 0234 6536, C 4158 1082, H 0834 7671, M 3838 6896, V 8128 3430, T 3885 1943, V 3720 8141, N 8852 0786, J 0443 6024;7;18;35;37;42;;7-18-35-37-42;1;140568,00;275;547,70;10990;35,50;160227;3,00;5154795;eur;
24124;LUNDI;14/10/2024;12/01/2025;42;18;47;41;20;2;18-20-41-42-47+2;0;14000000,00;0;177203,10;24;9185,50;191;816,70;1188;78,00;11640;28,70;19529;13,30;190138;5,40;303749;2,20;10;20000,00;F 1722 1601, N 7272 1751, G 9658 2949, I 9188 0563, S 6357 8291, H 1925 4225, S 0048 3093, M 9609 0351, N 4637 9085, P 6352 7270;3;36;40;44;48;;3-36-40-44-48;0;121320,00;211;696,90;7866;48,30;118821;3,00;5643540;eur;
24123;SAMEDI;12/10/2024;10/01/2025;35;33;43;6;37;6;6-33-35-37-43+6;0;13000000,00;1;290548,30;44;1611,70;422;603,20;2103;72,40;20063;27,20;32841;12,90;302381;5,50;520801;2,20;10;20000,00;A 7285 1357, R 5321 6888, K 8854 5966, D 0300 3000, R 3184 9961, C 1940 6042, L 0517 4399, R 1456 4975, W 6919 7604, W 6928 3502;1;8;31;32;42;;1-8-31-32-42;2;98857,00;273;802,50;13582;41,30;219649;3,00;6814420;eur;
24122;MERCREDI;09/10/2024;07/01/2025;5;26;22;31;33;7;5-22-26-31-33+7;0;12000000,00;1;171615,00;66;634,60;399;374,80;3215;27,90;20316;15,90;43031;5,80;263126;3,70;541479;2,20;10;20000,00;D 0567 3909, F 9968 9580, V 3031 9243, D 5572 4791, J 8946 7699, F 8737 7736, S 3396 5745, I 8756 3768, O 9418 9290, M 9113 1052;16;17;22;30;45;;16-17-22-30-45;0;139686,00;251;566,10;11655;31,40;169342;3,00;9000502;eur;
24121;LUNDI;07/10/2024;05/01/2025;49;26;5;7;1;8;1-5-7-26-49+8;0;11000000,00;3;56347,90;66;625,10;626;237,30;2464;36,00;22940;13,90;29038;8,50;267275;3,60;335288;2,20;10;20000,00;D 4039 9006, S 7281 4355, H 1820 9269, J 7026 5208, S 8463 0483, J 1402 0259, P 5567 6299, F 2819 5513, Q 4187 6229, U 5878 9004;9;18;22;37;49;;9-18-22-37-49;2;60433,00;248;481,40;11026;27,70;152151;3,00;4967629;eur;
24120;SAMEDI;05/10/2024;03/01/2025;30;16;7;13;43;6;7-13-16-30-43+6;0;10000000,00;3;94131,80;53;1300,40;734;336,80;3032;48,90;31895;16,70;40391;10,20;419996;3,90;488784;2,20;10;20000,00;K 6650 1559, T 1219 1109, K 2176 4733, M 2881 4227, Q 8374 8536, J 4330 9744, E 9674 6666, E 2096 7672, K 1074 7931, L 3415 9102;2;11;34;39;48;;2-11-34-39-48;2;96686,00;279;790,70;12957;43,70;206218;3,00;8876489;eur;
24119;MERCREDI;02/10/2024;31/12/2024;2;10;4;49;12;9;2-4-10-12-49+9;0;9000000,00;5;39174,40;83;575,90;829;206,70;2950;34,70;27743;13,30;33497;8,50;313592;3,60;366325;2,20;10;20000,00;I 0739 6625, E 3909 9414, U 0079 5202, V 7957 2851, O 8564 6483, S 5325 1099, G 4938 9143, S 8485 3439, B 0034 1823, N 9924 3548;1;3;8;36;44;;1-3-8-36-44;1;136515,00;224;628,30;10991;32,70;164632;3,00;8577434;eur;
24118;LUNDI;30/09/2024;29/12/2024;1;33;49;24;17;9;1-17-24-33-49+9;0;8000000,00;3;51595,30;47;803,80;454;298,80;1680;48,20;15486;18,80;22082;10,20;204318;4,40;293568;2,20;10;20000,00;F 9874 2449, J 2469 8811, H 7648 4491, A 6537 4448, L 3017 9931, Q 4054 0829, H 1222 2166, M 9212 7385, N 2764 8437, L 2614 5302;3;9;18;24;38;;3-9-18-24-38;3;37037,00;326;294,30;12298;20,00;155642;3,00;0611026;eur;
